observed_Q	basin_ppt	basin_tmin	basin_tmax	model_Q	basin_soil_moist	basin_snowmelt	basin_actet	basin_potet
1.1958333333333334e-05	0.0	290.6867	291.02356	-7.717247e-06	0.928	0.0	1.9731451e-06	1.9731451e-06
7.834490740740741e-06	0.00012904481	292.06876	292.14893	3.9913648e-05	0.928	0.0	1.2797691e-06	1.2797691e-06
4.020833333333333e-06	0.0	291.8759	292.02768	-7.894357e-06	0.928	0.0	1.6535222e-06	1.6535222e-06
2.371527777777778e-06	0.0	291.78018	292.05292	-7.0197084e-06	0.928	0.0	1.9380136e-06	1.9380136e-06
1.855324074074074e-06	0.0	292.29337	292.53696	-6.290066e-06	0.928	0.0	1.9023544e-06	1.9023544e-06
2.7835648148148147e-06	4.397082e-05	293.6217	293.7003	1.04503515e-05	0.928	0.0	1.2728431e-06	1.2728431e-06
1.03125e-06	0.0	291.49896	291.77063	-5.7255133e-06	0.928	0.0	2.2558202e-06	2.2558202e-06
5.150462962962963e-07	0.0	291.52008	291.83917	-5.015332e-06	0.928	0.0	1.6634117e-06	1.6634117e-06
1.0300925925925925e-07	2.3460803e-05	292.3749	292.5555	4.7651492e-06	0.92762905	0.0	2.03401e-06	2.03401e-06
7.175925925925926e-08	2.9300027e-06	286.85492	287.08545	-1.8717153e-06	0.92667145	0.0	1.8678654e-06	1.8678654e-06
3.125e-08	0.0	286.64774	286.87036	-1.4910559e-06	0.9259209	0.0	1.7962961e-06	1.7962961e-06
0.0	0.0	290.7299	291.07443	1.5675224e-06	0.90840465	0.0	1.701637e-06	1.701637e-06
0.0	0.0	293.76953	293.95734	5.067689e-06	0.8890045	0.0	1.4061197e-06	1.4061197e-06
0.0	0.0	293.76724	294.04556	7.101668e-06	0.81172836	0.0	1.7833368e-06	1.7833368e-06
0.0	0.0	290.25293	290.55127	8.5359525e-06	0.6671282	0.0	1.6225468e-06	1.6225468e-06
